content,class
easi use payment deduct receiv good,1
liter got scam self got wallet tri put back bank got cancel due call protocol go back wallet turn,-1
hi use long time great shop howev discov collect daili coin particip shopp shake time slot today go shake time could help fix issu soon possibl thank,1
far shop experi quit decent refund fast,1
payment releas confirm receipt good secur practic,1
impress use number shop app one thing think would need improv would great stronger secur featur unlock use perhap face recognit fingerprint might work think peopl would habit log featur would good would prevent unauthoris usag overal still great experi use,1
smooth order deliv good condit,1
good,1
good pleasant,1
great shop sg trustabl,1
great product happi,1
good easi fast deliveri trust,1
good,1
good app shop onlin price rang reason,1
easili cancel order even assur order ship care price good true even leav feedback buy stick lazada qoo better,-1
rd purchas far good servic fast deliveri friendli deliveri man correct receiv hope give discount product keep thank much,1
great shop cn almost get want,1
great shop especi time,1
terribl becam realli slow updat mani time got stall click suddenli screen turn white blank page realli disappoint,-1
good easi use,1
far good made mani purchas late alway prompt good qualiti product,1
far good,1
gener fuss free onlin shop relatic good rate,1
easi use receiv payment releas also claim receiv look refund payment process well,1
receiv dent request refund agre accept refund half price unfortun refund amount disappoint servic super worst,-1
terribl websit purchas never came helplin insist alreadi receiv extrem hard get refund email multipl time still fail get refund use caution,-1
abl get good discount deliveri fast,1
sudden suspens account without head voucher code still account use unabl access account servic centr help retriev code tell account suspens final disappoint use mani year treat long term custom unusu activ system detect even explain unusu,-1
love,1
keep hang crash check order much realli use want access go especi websit seem load mobil quit disappoint,-1
good app merchant partner awesom,1
fuss free shop safe secur use plenti transact good brought onlin,1
use love home page load anymor access anyth els right plu everi time click someth load,-1
great onlin shop tool easi use respons chat far,1
pleas googl scam decid use sure receiv pleas confirm receiv check onc press receiv mean refund becuz payment go matter protect agre receiv problem custom servic suck q keep wait like aliexpress even send damag good cant anyth refund,-1
first time purchas bra pad good materi valu money,1
good onlin shop esp featur show similar product good competit price rate respons time valuabl info determin buy howev crash view beyond page,1
great voucher easi refund process hope see justifi shopp guarante shopper tk,1
good servic,1
good offer great custom servic support,1
good platform especi stay home period get daili reason price good servic fast deliveri reduc energi carri heavi thing market one click,1
summaris everyth great coupon discount ui great except review mind give us space write may custom write useless stuff like fast deliveri use look good other like want give other better idea expect add imag review written notepad provid critic also let us edit review time want might find problem month later,1
anoth great onlin shop platform made mani purchas thru shopeesg live chat custom servic excel prompt handl order issu highli recon lastli safe shop everyon,1
great shop experienc make shop easier,1
recent receiv order mask receiv ear loop break ask refund end say hsve take video packag etc send pictur damag still need video etc,-1
lot choic shop good,1
good easi use,1
good,1
like onlin shop platform easi use show deliveri statu one edit rate case product work day later price good find almost anyth sun,1
good app,1
disappoint support indonesian market gain initi traction sea plenti product indonesian hope access local unfortun china taiwan market support,-1
delet account receiv refund total disappoint allow bogu indic avail actual total wast time wait refund star give half star still display avail even issu goe show care less shopper experi shopper bewar endlesspass decept contact want see proof,1
cheat receiv wrong order report never receiv refund kept chase sender,-1
good,-1
good platform buy good rang electron product like laptop groceri like milo etc,1
like compar price one good one,1
good experi far,1
great shop experi,1
although hv impress one good thank,1
great,1
good servic let u know ship,1
pretti good mani much better valu tradit brick motar shop,1
good conveni,1
like shop featur afford product purchas onlin wait time receiv product come oversea might take day deliveri free great deal hope continu reliabl trust onlin shop websit keep,1
great shop app,1
great,1
good shop shopeesg keep miss order deliv time alreadi wast sent,-1
interact onlin great idea,1
alway good experi use slight problem deliveri time frame sinc circuit breaker timefram still accept,1
great till receiv product time good shape,1
excel servic payment good receiv,1
love,1
shop wise good except concept voucher good even get voucher subjuct other peopl use first n consid fulli redeem still perfer lazada voucher concept get ypu,1
great bought lot stuff fast deliveri reliabl,1
eagerli wait sale cant check cant get pass payment page disappoint,-1
great use,1
order cancel refund swift easi,1
good useful buy thing quit reliabl,1
receiv good condit seal packag speedi repli,1
good experi,1
good platform purchas,1
eas use good experi first purchas,1
love trust easi transact,1
first purchas great made enquiri anoth music instrument shop interest repli never came back nearli week still wait today respons great dissapoint cost,-1
good servic good mostli deliv time mostli respons thank,1
initi setback difficulti chang credit card payment rectifi within hour experi noth short outstand good ui order wide rang offer swift deliveri keep,1
great,1
good,1
love onlin shop experiec search product easi wide varieti choos track purchas good also easi shipment inform clear definit recommend shop platform rel friend,1
good easi navig mani great deal,1
love much enjoy onlin shop,1
take long good arriv,-1
hv confid e bought st bought pee pad base pictur advertis show thick pee pad arriv pee pad super thin small want return refund wk e chat room will refund nd pee pad collect wkday offic hr locat rd swimwear cut horribl chest part cut inward shop risk,-1
arriv earli faulti charg full airpod say charg first song finish minut airpod fulli discharg vendor good deliveri prompt one tap order also suffer got refund help good got back refund stop vendor subsequ good experi especi get refund chang percept,1
great onlin platform shop,1
good,1
competit product select alway good,1
good experi shop,1
good good good,1
zero star shame shame highlight clearli upfront coin expir tentamount scam,-1
mani great deal discount custom support great,1
love easi use great abl review buyer experi,1
fast easi super good deal also,1
great shop mani offer good deal,1
good,-1
great shop experi even negoti around world sell platform make versatil platform avail howev refin ui done space improv,1
lag still good,1
good,1
like purchas fulfil refund done time everyth track perfectli also bring back blackpink face instead discount ronaldo,1
happen use good alway lag even open cart check keep load load fix p pleas,-1
good app,1
love shop game activ make shop enjoy,1
product deliv promis good qualiti get see,1
great onlin purchas list cheaper found app sg,1
user friendli easili navig great coin much higher valu could given free spin given user daili,1
improv alot compar platform start get use much ongo promot day long great job well done,1
good enough,-1
st welcom gift scam come clear instruct st check box claim free gift allow proceed payment agent said claim free gift st purchas howev instruct given prior st purchas unfortun experi st time use,-1
great user experi far abl found everi product look,1
sale reliabl qualiti especi flash deal mostli realli good deal custom servic staff realli respons help,1
anoth indulg capit bia dont realli care buyer lazada definit handl refund return servic better compani,-1
deliveri came earli good condit purchas,1
scam,-1
great user interfac design easi navig built game interest fun two downsid pm say stock yet still list also oversea track allow user open actual web link servic may time track servic delay due circumst state,1
use love purchas thing recent lot issu top wallet big prize reflect current prize day week also hard find coupon voucher make purchas,-1
disappoint staff custom servic sent numer email staff jacob respons sinc done told till receiv refund sinc report refund april mr jacob promis put refund account receiv even done said respons afterward what happen pleas kindli let know asap,-1
care dealer sent wrong good order black bag variat qualiti dealer sent wrong white variat quantiti never order later tri mani time chang dealer will repli well chang also approach care kept say sorri sorri pleas wait wait also never chang overal disappoint poor dealer lucki sg helpless insta page sg case id,-1
good time farm tri dozen time work import star,-1
easi platform use great experi,1
best shop love reason price offer,1
good easi use,1
great place shop log everyday collect coin use offset purchas hassl free far good qualiti product bought,1
good,1
love much,1
good,1
love nice onlin shop platform,1
order got cancel without knowledg approv alreadi wait week mean wait shipment decid dont choic extend take sometim deliv ok particular order cancel order might abl get price would need wait anoth round right dont even want buy anymor angri disappoint,-1
great use easi navig,1
great experi,1
lag sometim otherwis good,1
good price,1
good way shop tri,1
good good deal downsid may understand english make commun extrem difficult got around problem commun chines good support chines text also mani actual ship china like pay less someth need hurri good deal local stock definit plu like recent purchas pet product,1
good buy thing flash deal love,1
far good,1
smooth setup easi use good,1
purchas mani good qualiti cheap price read review buyer tell servic also sell easi navig annoy hard time categoris seem like cannot get suitabl categori alway end get upload store mayb guid fit categori hard categoris,1
mostli trustworthi great deal found miss,1
good,1
wonder smooth experi layout display easi navig love support regular discount offer make keep come back,1
request refund find option click releas payment ui frustrat staff chat help simpli put ignor mode stop repli wow thank busi purchas,-1
great,1
got cheat sgd one user name sg set alreadi file polic complaint acc suspen look like open anoth account user id best devic report scam snapshot would like request take strong action retriev money would great,-1
great platform circuit breaker abl expos ourself outsid contain covid situat effect,1
great,1
good,1
great place peopl shop search thing might interest even futur need also offer great deal differ time day night continu also hold event almost everi month get peopl attent buy thing cheaper price overal good experi use applic,1
good shop platform effici,1
good mani thing purchas,1
lot select deliveri may littl slow expect ship oversea good respons,1
tri love shop,1
good smooth experi far use purchas,1
bit disappoint watch bought live batteri warranti card enclos,1
mani product good,1
great,1
good sometim keep hang auto restart pleas fix thank,1
good place shop without budget choos wise love make must check everyday great experi,1
great thumb,1
